Candidato,VideoID,Comentario,FechaHora												
César Acuña,KBb1spH3rL8,El meme viviente??,2025-03-05T12:55:59Z												
"César Acuña,KBb1spH3rL8,""Q RISA DA ESTE ,SR,  CUANDO SEA  PRESIDENTE , JAJA"",2025-03-04T14:39:18Z"												
César Acuña,KBb1spH3rL8,Mentira acuña  ingresan dejando el chorro de plata pero no trabajan porque no sabe,2025-03-03T19:04:15Z												
"César Acuña,KBb1spH3rL8,""Ese enano habla huevadas aca en la region La Libertad no hace nada, como gobernador solo va invadiendo terrenos alrededor de Trujillo"",2025-02-24T19:27:17Z"												
César Acuña,KBb1spH3rL8,Por que dice que esta ayudando a miles de jóvenes. Ni que la educación en esas universidades fuera gratuita. No ayuda en nada. Solo agarra incautos para su beneficio económico,2025-02-23T20:09:02Z												
César Acuña,KBb1spH3rL8,LA UCV NO ESTÁ EN EL TOP PORQUE TE IMPORTA UN HUEVO LA EDUCACIÓN CESITAR PEZUÑA!!!,2025-02-21T00:12:36Z												
César Acuña,KBb1spH3rL8,Este hijo de puta aquí esta  ayudando esta sienverguesza paga su dinero  lo peor no paga su enpuestos robando al país,2025-02-15T22:51:21Z												
César Acuña,KBb1spH3rL8,Este delincuente cesar Acona mafiosos el mas ladrón del país,2025-02-15T22:44:48Z												
"César Acuña,KBb1spH3rL8,""César Acuña se tituló como ingeniero químico en la UNIVERSIDAD NACIONAL DE TRUJILLO y obtuvo su maestría en Administración de la Educación en la UNIVERSIDAD DE LIMA, ambas universidades de """"prestigio"""". En cambio, la ingeniera que trabaja en la NASA egresó humildemente de la Vallejito."",2025-02-12T16:40:55Z"												
César Acuña,KBb1spH3rL8,Jsjajajajajajaj?????????????????? jajajaj,2025-02-10T21:58:06Z												
"César Acuña,KBb1spH3rL8,""Si  este cancho no cobrara  en  su chanchería no tendría plata como cancha, y la culpa es de  los  padres   que  ponen   a sus hijos en esta seuda  universidad   la  SUNEDU la debe cerrarla por en vien de los jóvenes  peruano."",2025-01-24T21:47:38Z"												
"César Acuña,KBb1spH3rL8,""Lucra con sus universidades no paga impuestos ,"",2025-01-23T17:12:40Z"												
César Acuña,KBb1spH3rL8,Cana para ese burro,2025-01-15T11:18:20Z												
César Acuña,KBb1spH3rL8,Mejor dribleador imposible,2025-01-14T12:56:28Z												
César Acuña,KBb1spH3rL8,Este circo es de puta madre  no creo q sea cierto lo q habla cesar acuña si diría q da el 22 porciento para la educación creo q podría postular a la presidencia 6 por ciento no hay un país q da 21 porciento así se hace educación la nasa hay liberteños q trabajan en la nasa y nadie se acuerdan de ellos y ve han a don de han estudiado,2025-01-10T22:59:55Z												
César Acuña,KBb1spH3rL8,Eres un cague de tu hijo richar,2025-01-08T16:10:13Z												
"César Acuña,KBb1spH3rL8,""Este sujeto es un impresentable,burro con plata"",2025-01-07T05:40:35Z"												
César Acuña,KBb1spH3rL8,Tremendo   mentiroso   duende.,2024-12-20T03:33:44Z												
César Acuña,KBb1spH3rL8,ESTE SUJETO ES EL DEMONIO!!,2024-12-18T23:42:52Z												
"César Acuña,KBb1spH3rL8,""NO BOTEN POR A.P.P"												
"EN ESTAS ELECCIONES"",2024-12-15T15:56:30Z"												
"César Acuña,KBb1spH3rL8,""Su universidad es de política para su beneficio personal."												
"Aliado de Keiko Fujimori"",2024-12-15T15:54:50Z"												
César Acuña,KBb1spH3rL8,Sin estudiar en ña cesar vallejo sel título tiene un precip,2024-12-15T12:07:49Z												
César Acuña,KBb1spH3rL8,La única alumna de la UCV que está en la luna .,2024-11-15T00:56:31Z												
"César Acuña,KBb1spH3rL8,""Por favor que conchudooo, si  tu tienes universidades es por que cobrass y haces negocios con ellas, es pro tu bolsillo o acaso tus universidades son gratiss?"",2024-10-29T14:31:55Z"												
César Acuña,KBb1spH3rL8,3:58 Que Acuña te haga quedar en ridículo debe ser frustrante.,2024-09-23T10:00:47Z												
César Acuña,KBb1spH3rL8,Hasta hoy sigo con la intriga de que labor hace,2024-08-09T19:59:33Z												
"César Acuña,KBb1spH3rL8,""Aquí lo que vemos es un intento de menospreciar a ésta universidad, pero al final así como lo dijo Acuña depende de la persona, además él solo es promotor, no es docente, contrata personal de alto nivel de varias universidades de renombre, si el estudiante lo aprovecha bien por él, además sí conozco a varios egresados que laboran en lugares importantes así como también conozco profesionales de otras universidades como la uni San Marcos, católica, etc. Que se dedican a otra labor porque el mercado no les proporciona plazas para su carrera."",2024-07-28T22:36:10Z"												
César Acuña,KBb1spH3rL8,me da asc0 de solo escuchar a este pobre pusilanime ign0rante,2024-07-28T05:08:21Z												
César Acuña,KBb1spH3rL8,Me encanta este nuevo sketch de hablando huevadas,2024-07-26T01:41:00Z												
César Acuña,KBb1spH3rL8,Ajajjaa este es el chavo del 9 más bruto que el del 8 se me chispoteo en la NASA dormir para en la luna .,2024-07-26T00:25:36Z												
César Acuña,KBb1spH3rL8,Democratizado? Recordemos q dice el acuñismo...el vivo existira mientras un sonso exista.,2024-07-24T02:26:07Z												
César Acuña,KBb1spH3rL8,Miserable corrupto,2024-07-22T20:04:15Z												
César Acuña,KBb1spH3rL8,Saque ese video de ese lavador de dinero.... Da nauseas verlo,2024-07-13T13:10:27Z												
"César Acuña,KBb1spH3rL8,""Invertir en educación uhmm ojalá hagan estos políticos mafiosos ,construyan con buenas estructuras ,más colegios, instituto y, universidades estatales, colocando buenos docentes."",2024-07-05T13:16:38Z"												
César Acuña,KBb1spH3rL8,Preguntele cuanto es 8x9..,2024-06-27T13:42:13Z												
César Acuña,KBb1spH3rL8,Asi pasa cuando sucede  le llego la suerte de ser millonario de la nada como y de para quien . Aun no se sabe . Pero hay rumores.,2024-06-27T13:40:31Z												
César Acuña,KBb1spH3rL8,Porque es barata,2024-06-15T19:33:46Z												
César Acuña,KBb1spH3rL8,??????sierra el congreso rata ????????????????????,2024-06-13T21:30:01Z												
"César Acuña,KBb1spH3rL8,""Cesar acuña me haces reír, pero me sorprende q tengas 3 universidades"",2024-06-11T16:11:20Z"												
"César Acuña,KBb1spH3rL8,""Cada vez que se quiere reventar cuetes queda peor, como un estúpido."",2024-06-07T02:42:27Z"												
César Acuña,KBb1spH3rL8,lo maximo jimito! el mejor profe de RM,2024-05-01T02:32:29Z												
César Acuña,KBb1spH3rL8,Universidades lavadoras,2024-04-22T17:22:14Z												
"César Acuña,KBb1spH3rL8,""Cesar Vallejo = colegio"												
"cuando le preguntan que labor hace su unica estudiante en la NASA  , el no sabe ...su cara lo dice todo"",2024-04-17T02:21:31Z"												
César Acuña,KBb1spH3rL8,sacándoles  sus dinero   padres piensen no gasten su dinero asiendo   al chancho  de acuña a tener  mas dinero.,2024-04-08T23:35:21Z												
César Acuña,KBb1spH3rL8,por  que es una universidad chancho   como cesar  Acuña chancho  con plata.,2024-04-08T23:31:42Z												
"César Acuña,KBb1spH3rL8,""Sin embargo tiene sus fans increible, ese enredo de palabras  lo ha hecho famoso y el pueblo lo quiere,  nos hace divertir podria ser un youtuber con sus ocurrencias."",2024-04-06T03:55:18Z"												
César Acuña,KBb1spH3rL8,NO SE ESTA AYUDANDO SE ESTA HACIENDO NEGOCIO...DEL MODO MAS ELEMENTAL Y SIN NIVEL........,2024-04-05T23:40:30Z												
"César Acuña,KBb1spH3rL8,""ES QUE LA UCV ES CHICHA, TREMENDAMENTE INFORMAL SIN NIVEL NI EXIGENCIA. ALLI HAY CANTIDAD NO CALIDAD..."",2024-04-03T17:45:11Z"												
César Acuña,KBb1spH3rL8,Jajaja si sería presidente dice..oye torombolo tarchacho no sabe ni en donde está sentado ahorita ...,2024-04-03T14:52:06Z												
César Acuña,KBb1spH3rL8,Bueno yo apoyo a este wey que este sabe que si al peru se le invierte en una educación capitalista y financiera las futuras generaciones aprenderam autofinanciarse pero asi en peru al razonable lo tildan de loco y al que le gusta humillar lo alaban por esos los pobres siguen siendo pobres por que prefieren el alardeo que una buena educación ????????,2024-04-03T05:14:46Z												
"César Acuña,KBb1spH3rL8,""la unica universidad que bla bla  es cesar acuna      en las 3 universidades tenemos 12000 estudiantes. luego dice, que erian de esos 200 000 jovenes y familias.   "												
"La estudiante Irma aracely quispe, egreso en ingenieria de sistema por la UCV en 2005 y a traves del karate, como deportista calificada, pudo quedarse en USA, para especializarse en ingenieria astronautica"",2024-04-01T08:00:17Z"												
"César Acuña,KBb1spH3rL8,""La Chichi Valenzuela: ¿Y qué labor hace ella en la NASA?"												
												
Acuña: Ella labora.												
												
"Lo pensó, pero no lo dijo."",2024-03-31T21:01:20Z"												
César Acuña,KBb1spH3rL8,Acuña tu debes ser integrante de los tres chiflados.....   jijojo la alumna en la nasa y tu en la luna.......jijijojoj  pura webadas....,2024-03-31T11:30:25Z												
César Acuña,KBb1spH3rL8,y la UNI ya gano 3 veces primer lugar en la nasa aea,2024-03-31T01:44:50Z												
César Acuña,KBb1spH3rL8,El meme viviente ????????????,2024-03-30T20:32:53Z												
César Acuña,KBb1spH3rL8,Democratizò la universidad Cesar Vallejo porque uniformò la mediocridad,2024-03-26T22:47:46Z												
César Acuña,KBb1spH3rL8,Burrrroooo acunaaaaaa,2024-03-26T20:52:47Z												
"César Acuña,KBb1spH3rL8,""Estudiaaaaaa, tíooooo"",2024-03-26T20:52:22Z"												
"César Acuña,KBb1spH3rL8,""Todas las personas como se burlan  de sus Universidades ,por eso prepárense y postulen a una de prestigio,y se sentirán orgullosos una alegría para sus padres"",2024-03-24T00:43:00Z"												
César Acuña,KBb1spH3rL8,Está afuera de la Nasa vendiendo emolientes??????,2024-03-22T03:37:24Z												
César Acuña,KBb1spH3rL8,JAJAJAJA TREMENDO PAPANATAS JAJAJS,2024-03-21T18:26:08Z												
César Acuña,KBb1spH3rL8,Entendió la cuarta parte de la pregunta ???? y mate de risa xd,2024-03-21T03:01:43Z												
César Acuña,KBb1spH3rL8,A sus egresados no los quieren ni para Limpieza,2024-03-19T23:46:35Z												
César Acuña,KBb1spH3rL8,les esta quitando la plata a los imbeciles.  la educacion debe ser GRATUITA !,2024-03-15T13:51:25Z												
César Acuña,KBb1spH3rL8,q pendejo,2024-03-15T13:50:23Z												
César Acuña,KBb1spH3rL8,EL SEUDO DOCTOR CON MAESTRIAS Y DOCTORADOS COMPRADOS SOLO ESCUCHELO Y DIGA SI ESE SUJETO ES CAPAZ DE SUSTENTAR ALGO,2024-03-13T12:52:32Z												
César Acuña,KBb1spH3rL8,Esa universidad es una mi3rda total ni gratis estaria allí.,2024-03-13T12:25:08Z												
César Acuña,KBb1spH3rL8,JAJAJAJAJA ESTE TÍO ME DA RISA JAJAJAJAJA,2024-03-12T00:14:47Z												
"César Acuña,KBb1spH3rL8,""Nose quien será más culto el chavo , acuña o Quico"",2024-03-11T18:16:04Z"												
César Acuña,KBb1spH3rL8,Un ignorante un burro con plata.Como pueden estudiar en las universidades de este señor.,2024-03-10T18:54:11Z												
"César Acuña,vQslHE94biM,""""""Acuña plata como cancha """"es la desgracia del Norte!!..Piensa que ese territorio es su chacra los hermanos noteños  ya despierten y no se vendan por un plato de lentejas!!!"",2025-07-04T12:03:42Z"												
César Acuña,vQslHE94biM,La rata de acuña no quiere hir preso x eso jode con dina balurte,2025-07-03T12:53:31Z												
"César Acuña,vQslHE94biM,""Sería ideal que se unan Fernandez, Spaa y  porky. Creo que juntos sumarían mas votos."",2025-07-02T23:50:06Z"												
"César Acuña,vQslHE94biM,""Solo hay que ir a las elecciones del 2007 cuando entro acuña y el 2008 empezó toda la pesadilla, a buen entendedor pocas palabras"",2025-06-28T20:27:01Z"												
César Acuña,vQslHE94biM,En Trujillo la policía chalequea alas tiendas no para cuidar si no cobra a los negocios,2025-06-26T13:02:59Z												
César Acuña,vQslHE94biM,A si es al precidente castillo tanvien lo isieron lo mismo Acuña tanbien es culpable de aser un secuestrador al precidente castillo tan solo por decir univercidades gratis colejios gratis a el no le combenia eso es,2025-06-25T12:41:36Z												
César Acuña,vQslHE94biM,Loco presidente,2025-06-25T03:01:19Z												
"César Acuña,vQslHE94biM,""Este Sr se refiere a la familia de los Plata como cancha, pero el sabe que la familia Fernández tambien tiene sus anticuchos con la justicia"	 por el hermano prófugo por muchos años que debe cuentas a la justicia por corrupto. Este Dr tambien a demostrado su intolerancia con periodistas mujeres, por su conducta irónica, de mal trato y falta de respeto.											
"De donde sacó el dinero para orgsnizar su partido y quien financiará la millonaria campaña electoral presidencial."",2025-06-23T17:29:11Z"												
César Acuña,vQslHE94biM,Júntate con porky y sumar fuerzas,2025-06-23T08:41:11Z												
César Acuña,vQslHE94biM,Loco presidente,2025-06-23T03:45:38Z												
César Acuña,vQslHE94biM,Acuña delincuente keyko Fujimori delincuente son las más lacras,2025-06-23T03:45:13Z												
"César Acuña,vQslHE94biM,""Excelente César! Trujillo se pudre por cuáles de Acuña! Maldito delincuente! En Trujillo y en el parlamento de la república, maneja todo!"",2025-06-20T03:32:33Z"												
"César Acuña,vQslHE94biM,""ARTURO FERNÁNDEZ BAZÁN, EL GUERRERO MOCHE"",2025-06-19T23:57:23Z"												
"César Acuña,vQslHE94biM,""Un Camino Diferente  PERO "												
SIN  ABUSO  DE  AUTORIDAD 												
"La Criticas esta bien"",2025-06-19T05:05:19Z"												
"César Acuña,vQslHE94biM,""Es frio de frios este tipo, loco o no, esta soltando muchas verdades, que sea un buen alcalde o no, no se le dio el tiempo suficiente pero muchos se tiraron en su encima a callarlo. dense cuenta no mas."",2025-06-18T18:14:00Z"												
César Acuña,vQslHE94biM,Terrible lo que va a pasar ??,2025-06-18T16:31:30Z												
César Acuña,vQslHE94biM,A MEDIDA QUE VAS CRECIENDO TE DAS CUENTA CUAN PODRIDO ESTÁ TU PAIS,2025-06-18T16:22:07Z												
César Acuña,vQslHE94biM,TOMA TU LIKE! se nota Diego que tambien le crees a Arturo.,2025-06-18T16:12:41Z												
César Acuña,vQslHE94biM,Acuña es una,2025-06-18T15:13:16Z												
"César Acuña,vQslHE94biM,""FernandeZ,no hixñzo ninguna obra buena o de admirar,El hizo mal desde q ingreso,desprden en la plaza de armas ,por ejemplo,huacos eróticos, independiente de q tenga delitos o sea enemigos con los acuña ????????????"",2025-06-18T12:25:30Z"												
"César Acuña,vQslHE94biM,""No estatuas porno de tamano descomunal en lugares no adecuadas en Trujillo, tampoco acuna por favor,"",2025-06-18T03:38:40Z"												
"César Acuña,vQslHE94biM,""Este señor debe ser presidente del Perú, no tiene amigos políticos cuando él lucha contra la corrupción y está solo, va ser difícil que llegue con gente que le ayude más en el congreso,"",2025-06-17T21:01:52Z"												
César Acuña,vQslHE94biM,Xqria de cesar Acuña,2025-06-17T12:59:17Z												
César Acuña,vQslHE94biM,Huy este tipo esta destapando una caja de Gusanos,2025-06-17T06:14:21Z												
César Acuña,vQslHE94biM,Este tipo no es Candidato a Presidente. Es un Dedo de la Corrupcion y debe Denunciar a Acuña y su mafia...Juzgado y Sentenciado... Acuña hizo dinero de Narco trafico De las minas de Oro que se explotaba en Pataz agarraba su tajadasa,2025-06-17T06:12:29Z												
César Acuña,vQslHE94biM,Plata como Cancha...el petiso.Pezuñento,2025-06-17T06:08:08Z												
César Acuña,vQslHE94biM,Este señor es mas escandoloso que trabajador ... Solo sabe hablar chismes y desmedirse en sus comentarios,2025-06-17T02:26:57Z												
"César Acuña,vQslHE94biM,""Su único logro , el gran pene de moche y haber estado preso ... Nada más ..."",2025-06-17T02:23:01Z"												
"César Acuña,vQslHE94biM,""Se pasó peleando con todo el mundo, no hizo ninguna obra en Trujillo, las pistas destrozadas."",2025-06-17T01:26:01Z"												
César Acuña,vQslHE94biM,El plata como cancha utilza su universdidad para sus fines politicos y ahora va por el Perú...ya están avisados.,2025-06-17T01:02:49Z												
"César Acuña,vQslHE94biM,""EN NINGUN MOMENTO DIJO CESAR ACUÑA, DIJO PLATA COMO CANCHA.... ASI QUE NO SIRVEN LAS QUERELLAS."",2025-06-16T22:03:06Z"												
César Acuña,vQslHE94biM,Por su puesto ere malcriado le faltas el respeto a una mujer,2025-06-16T20:26:47Z												
César Acuña,vQslHE94biM,Este sr.fernandez  futuro presidente del peru bukele trujillano..los delinquentes coruptos .hacen lo posible para sacarlo de carrrera al futuro presidente del peru,2025-06-16T19:58:43Z												
César Acuña,vQslHE94biM,En su momento él lo cerró el Real Plaza y en su mandato lo abrieron.,2025-06-16T19:16:05Z												
"César Acuña,vQslHE94biM,""Totalmente cierto lo que  dice de plata como cancha, gran mafioso de la gran familia,todos están comprados con esa plata en trujillo le rinden venias al iwok mal  dito,al meme andante"",2025-06-16T19:14:14Z"												
César Acuña,vQslHE94biM,Somes hombros,2025-06-16T18:16:45Z												
"César Acuña,vQslHE94biM,""La idea aquí es no dejar votos nulos o dejar de botar, porque son muchos los que piensan así incluso yo fui así pero es de estos votos nulos y personas que no votan se  hace el fraude electoral, por otro lado buena visión solo le falta ser más claro al hablar para que la gente no dude y sus detractores se agarren de esos """"errores"""" y se aprovechen"",2025-06-16T16:41:50Z"												
César Acuña,vQslHE94biM,Un Bukele necesitamos.,2025-06-16T15:54:32Z												
"César Acuña,vQslHE94biM,""Lo q necesitamos es un EDUCACIÓN DE CALIDAD."												
"Y q desaparesca universidades como la UCV."",2025-06-16T15:34:04Z"												
"César Acuña,vQslHE94biM,""No solo Trujillo quiere q desaparezca ese plata como cancha."												
"En éstas elecciones mandar por el desagüe a éste indeseable sujeto."",2025-06-16T15:24:00Z"												
César Acuña,vQslHE94biM,A estas alturas viene los señores que sueñan a ser mandatario.....todos chamulean aparentando los defensores del pueblo y todo es engaño......,2025-06-16T15:08:49Z												
César Acuña,vQslHE94biM,Que ASCO el chato acuña . Se merece CADENA PERPETUA.,2025-06-16T15:02:01Z												
César Acuña,vQslHE94biM,Ahora es el pobrecito jaja solo es un tipo malcriado,2025-06-16T14:58:09Z												
César Acuña,vQslHE94biM,No seas payaso..tu eres perseguido por tu propua boca..por tu incontinencia verbal.,2025-06-16T14:42:38Z												
César Acuña,vQslHE94biM,Al estilo alvares en ancash,2025-06-16T12:51:32Z												
"César Acuña,vQslHE94biM,""Intocable no creó Talvez hace que las personas temen por su Vida..Este plata como cancha a Degenerado Todo lo bueno qué habia en Trujillo."												
"Que no voten por él."",2025-06-16T12:49:26Z"												
"César Acuña,vQslHE94biM,""Por Decir La Frase.Hay qué Mover el Trasero le pusieron esa Querella."												
Bueno.												
Este Hombre lo Mejoro Moche y espero qué continue con sus obras.												
Qué se Vaya Cesar Acuña el plata como cancha Que a Malogrado todo lo Mejor.												
"Qué se vaya a su casita a Disfrutar de su Plata como Cancha."",2025-06-16T12:44:56Z"												
César Acuña,vQslHE94biM,Todos aqui los que votaremos por Arturo Fernandez,2025-06-16T07:29:37Z												
César Acuña,vQslHE94biM,Vamos doctor Arturo futuro presidente del Perú,2025-06-16T06:55:18Z												
"César Acuña,vQslHE94biM,""Empezo mal, su clan familiar al gobierno?.."",2025-06-16T04:56:06Z"												
César Acuña,vQslHE94biM,Si te lanzas tienes mi voto y de mi familia,2025-06-16T03:53:36Z												
"César Acuña,vQslHE94biM,""Ese doctor está más quemado, ahora todo mundo se cree Milei. ??"",2025-06-16T03:53:04Z"												
César Acuña,vQslHE94biM,Jajajaja la prensa si le das su mermelada te aplaudiran como foca clarísimo.XD,2025-06-16T01:28:12Z												
César Acuña,vQslHE94biM,EL LOCO ALCALDE PORNOGRÁFICO. SIN PUDOR ALGUNO. CON UNA LENGUA SIN FRENO. CONVIRTIÓ UN BURDEL CON FALOS Y VAGINAS A MOCHE Y TRUJILLO. NO ES INTELIGENTE. SI QUIERE CAMBIAR EL PERÚ TIENE QUE SER MUY INTELIGENTE. SABE QUE LOS CORRUPTOS SON PODEROSOS TIENEN MUCHO DINERO. HAY OTRAS FORMAR DE ENFRENTAR AL PODER CORRUPTO DE LA FISCALÍA Y EL PODER JUDICIAL. EL IDIOTA SE DEJO VACAR.,2025-06-16T01:03:33Z												
César Acuña,vQslHE94biM,este hombre dice la verdad  ptmr  un corruptado mafiosoel plata como cancha sus universidades son fachada.,2025-06-16T00:49:47Z												
"César Acuña,vQslHE94biM,""Arturo Fernández,ud si será Presidente..."",2025-06-15T23:49:42Z"												
César Acuña,vQslHE94biM,Bueno si vi sus videos...éste señor humillaba a sus funcionarios publicamente...yo estoy de acuerdo que se exija mas trabajo pero hay formas y una autoridad asi es temible o temeraria...si hubiera bajado dos lineas hubiera sido mejor...si quiere ser autoridad tiene q ser mas decente...no me púedo imaginar que vaya un humilde ciudadano a exigir algo para su comunidad ...cambie amigo...tiene q ser decente y diplomatico,2025-06-15T23:20:23Z												
César Acuña,vQslHE94biM,Este 2026 sera su tumba APP en las elecciones ...ACUÑA ya fue,2025-06-15T23:03:54Z												
"César Acuña,vQslHE94biM,""este señor cree que el acuña lo persigue, cuando no pasa un dia que no lo mencione porque sino no sale en redes"",2025-06-15T22:51:32Z"												
"César Acuña,vQslHE94biM,""Esta fuera por berrinchudo y baboso..."												
No tiene nivel...												
"Pero lo q dice de Acuña es cierto..."",2025-06-15T21:55:51Z"												
César Acuña,vQslHE94biM,Este criollo acuña Diego de almagro  a quien  entrevistas??,2025-06-15T20:34:01Z												
César Acuña,vQslHE94biM,Desde Lima vamos loco carajo,2025-06-15T20:08:20Z												
César Acuña,vQslHE94biM,Este Diego acuña no será pariente del delincuente plata rata como cancha..??????,2025-06-15T19:54:04Z												
"César Acuña,vQslHE94biM,""Votenlo de esta bella ciudad ,Trujillo,este corrupto,anciano y cuco que todo se las sabe,esta pintado ,nada hace por que viaja siempre y es uno de los tantos corruptos."",2025-06-15T19:07:46Z"												
"César Acuña,vQslHE94biM,""AL ESCUCHARLO!!,"												
"La vida de este hombre está en PELIGRO ??"",2025-06-15T18:36:36Z"												
César Acuña,vQslHE94biM,Ese payaso de hace el chistoso para que la gente piense que no están de la mano ya lo veran algún día es su as bajo la manga de su causa acuña,2025-06-15T18:03:03Z												
César Acuña,vQslHE94biM,Acuña es tanbien el cupable de todo q el precidente se lo secuestren  a si lo an echo Al señor Arturo asi lo an echo a castillo demandas,2025-06-15T17:52:47Z												
César Acuña,vQslHE94biM,Alcalde Arturo es el mejor Alcalde por q lo demuestra con su trabajo y dedicasion a su pueblo y a los demas,2025-06-15T17:46:46Z												
"César Acuña,vQslHE94biM,""Arturo Fernández,  Si me puedes dar tu número telefónico para hacerte campaña en Madrid-España."",2025-06-15T16:34:23Z"												
César Acuña,vQslHE94biM,Unsobrado no puede ser precidente no puede tener ni un cargo porque este exalcade  desprecio el reconocimiento de Pedro castillo por sobrado te botaron como a perra,2025-06-15T15:40:08Z												
César Acuña,vQslHE94biM,No pues loco como vas a decir que no sabias nada que Mario Reyna era de APP.,2025-06-15T15:29:20Z												
"César Acuña,vQslHE94biM,""No seas mentiroso loco usted no dijo """"levante ese tracero"""" lo que usted dijjo """"pongase bien ese calzon"""", usted y cesar Acuña han podrido a la libertad."",2025-06-15T15:23:04Z"												
César Acuña,vQslHE94biM,Este es un tipo que no vale nada. Maltrato a todos y de todo. Le quitó la marinera a Trujillo que era el evento anual donde las cuentas trujillanas se ponían en azul.,2025-06-15T15:22:43Z												
César Acuña,vQslHE94biM,Ya queremos a este señor para la presidente,2025-06-15T15:21:55Z												
César Acuña,vQslHE94biM,Un bien hombre,2025-06-15T15:12:00Z												
"César Acuña,vQslHE94biM,""CHuuu no sabia nada... al sur no llegan nada de esas noticias... en verdad cada region tiene demasiados probelmas que deberiamos a empezar a compartir y no a quejarnos porque realmente no nos enteramos y buscar de manera enfocada """"los problemas"""" y de ahi vemos que hacemos"",2025-06-15T14:42:26Z"												
"César Acuña,vQslHE94biM,""Todos sabemos que cesar acuña es un mafioso ,y lo peor que esta metido en el gobierno"",2025-06-15T14:34:51Z"												
"César Acuña,vQslHE94biM,""Trujillo es una lágrima, parece la luna AÑOS no arreglan las pistas, las áreas verdes destruidas, lleno de basura...todo se ha desbordado se supone que tenemos alta producción de la Mineria tenemos canon y todo esta siendo robado por las municipalidad y el GORE de la Libertad, ya expectoraron al Apra ahora hay APEPISTAS"",2025-06-15T14:28:56Z"												
"César Acuña,vQslHE94biM,""Solo cosas puntuales:"												
-Este señor denunció la precariedad de la seguridad del coliseo gran Chimú,del Real plaza ,del mall y más...												
Que hizo la mayoría?												
Criticarlo,sin informarse antes del porque hacía eso??												
Este año ese real plaza se cobró víctimas entre ello niños....que de antemano les digo...no habrá justicia porque la corrupción es tanta que no les importa.Ahora que podemos hacer.												
"INFORMARNOS,para no ser idi-otas"",2025-06-15T14:16:00Z"												
César Acuña,vQslHE94biM,Ese señor se enfrentó con la mafia impune que gobierna el país.,2025-06-15T14:15:54Z												
"César Acuña,vQslHE94biM,""Este tipo es un autoritario, irrespetuoso, agresivo y maltratador. De qué sirve hacer Muchas cosas si no sabe respetar a nadie y cree que tiene todo el derecho a insultar a quien no piensa como él"",2025-06-15T13:56:36Z"												
César Acuña,vQslHE94biM,Folcklorico nombre ....mafiosos politiqueros...,2025-06-15T12:54:18Z												
César Acuña,vQslHE94biM,Quizas todos esos politicos de la cualicion que hoy gobiernan elmpais por wncima de la titere DINA B.  Quieren tener. Dinero como cancha y por eso le hacen y apoyan a este delincuente traficante de tierras y asi de las mineria ilegal....por eso tienen di ero para archivar expedientes en investigaciones no por que es inocente si no por que su dinero silencia conciencias.....keiko quizas tu quieras  ser i tener todo eso  no...por eso esa sed de ambicion de llegar al poder....ojo cuidado con el fraude electoral aqui en lima como en teujillo,2025-06-15T12:42:32Z												
César Acuña,vQslHE94biM,Sr. Ex alcalde pida garantias constitucionales ante la perfectura de lima.....,2025-06-15T12:39:29Z												
César Acuña,vQslHE94biM,Este viejo viagra de Acuna...es el discipulo del DOC Blady......o seran fundadores para hacerse millonarios con el trafico de influencias y trafico con las tierra ilegales para la MINERIA....y compra a todos los jueces de ese departamento...AHORA POR QUE COÑO NO REMUEVEN A TODOS ESOS JUECES DE ESE LUGAR,2025-06-15T12:34:39Z												
César Acuña,vQslHE94biM,Señor Arturo Fernández en esta vida hay que ser agradecido usted se hizo conocido con el ing César Acuña pero que esperamos de su persona si usted es un pobre diablo,2025-06-15T12:24:27Z												
César Acuña,vQslHE94biM,ARTURO FERNADEZ. ...?????? PRESIDENTE??????????,2025-06-15T12:00:18Z												
César Acuña,vQslHE94biM,Bien alli mi Lokele.. valiente como siempre.. adelante Dr. Estamos con ueted..a desenmascarar a tanto corrupto..?????????,2025-06-15T11:50:12Z												
"César Acuña,vQslHE94biM,""Siempre lo mismo de lo mismo, todos estos estan metidos en algo, los Trujillanos tienen la costumbre de votar por ladrones, corruptos, sobones e idiotas como este señor que igualmente tiene fetichismo sexual, confundiendo cultura , habiendo maravillas culturales, pero este enfermo gusta de poner penes en el medio de las rutas , donde pasan miles de niños, este señor y los Acuña son la porquería trujillana que quieren  ser presidente, un ejemplo de lo que será las elecciones."",2025-06-15T11:01:26Z"												
César Acuña,vQslHE94biM,Ud.  Acuso.  A.  La. Policia.  Le.  Echo.   Barro.     A. La. Marina.  De.  Guerra.  Del.  Peru.  Y. Ahora.  Quieres.  Ser.  Presidente.  Estas.  Loco.  O.  Eres.  Idiota.,2025-06-15T10:18:31Z												
César Acuña,vQslHE94biM,Señor Arturo.  Hablemos de temas serios. Saludos desde de Corea del Sur.  Pero te faltan  ideas.   El tema es te puedo apoyar,2025-06-15T10:14:09Z												
"César Acuña,vQslHE94biM,""Acu?a y su familia son criminales "												
Siguen saqueando el país !!!												
												
La villas que tiene es España ??												
"Por que no se investigan"",2025-06-15T05:35:09Z"												
"César Acuña,vQslHE94biM,""El periodismo debería investigar para acabar "												
Con la corrupción y el abuso contribuyendo así entre todos para un mejor país necesitamos de todos 												
"Perú no merece esto"",2025-06-15T04:18:07Z"												
César Acuña,vQslHE94biM,Ese tipo es un payaso,2025-06-15T02:58:04Z												
