Candidato,VideoID,Comentario,FechaHora
Keiko Fujimori,qOolw9mWsz8,"Ten verguenza y no hagas el ridiculo presentandote como candidata, invierte en una encuesta y te daras cuenta",2025-06-11 02:26:24+00:00
Keiko Fujimori,qOolw9mWsz8,"SU FORMA ES ROMPER Y CORROMPER TODO LO QUE ENCUENTRA. SU SILENCIO NO PODÍA SER LA EXCEPCIÓN, LO ROMPE Y LO CORROMPE, PORQUE MIENTE.",2025-06-11 02:05:02+00:00
Keiko Fujimori,qOolw9mWsz8,"Nadie te va creer,ni lo que rezas",2025-06-11 01:35:38+00:00
Keiko Fujimori,qOolw9mWsz8,Cara de palo. No nos importa tu plato que comes. Fuera reo.,2025-06-10 22:58:56+00:00
Keiko Fujimori,qOolw9mWsz8,Mentirosa igual eres de corrupta y eso nadie te va a cambiar k pena kieres seguir robando eso es lo k kieres.,2025-06-10 22:26:45+00:00
Keiko Fujimori,qOolw9mWsz8,Tremenda vaga y sueña con ser presidenta.aya los pobres ingenuos que votan por ella a cambio de su kilo de arroz.,2025-06-10 22:07:55+00:00
Keiko Fujimori,qOolw9mWsz8,"Sra Keiko, idóneo sería para nosotros los peruanos que nunca más se lance como candidata y deje de fregarnos tanto. Algún día dará cuentas de su hipocresía",2025-06-10 21:47:50+00:00
Keiko Fujimori,qOolw9mWsz8,"*KEIKO* acaba de oficializar  la *“BANDA DE LOS KKACENOS”;* lacayos incondicionales sin moral,  que defenderán a la Sra. KK desde el podcast *”KONFESIONES”*",2025-06-10 21:41:45+00:00
Keiko Fujimori,qOolw9mWsz8,"Que tu injusticia te alcance pronto, y pagues toda tus patrañas!",2025-06-10 21:16:06+00:00
Keiko Fujimori,qOolw9mWsz8,"Aca lo  que queda al pueblo peruano es dar los votos al mejor candidato para el 2026.
A los partidos politicos del congresoo cero cero cero votos  llamese 
Fuerza popular keiko
Alianza para el progreso acuñas
Lapices
Cerrones
Avanza pais 
Lunas.
Solo asi sacaremos a stos politicos corruptos llamese en el congreso y ejecutivo.
Por no decirl9 todos aprobaron leyes para su beneficio  personal.",2025-06-10 21:13:09+00:00
Keiko Fujimori,qOolw9mWsz8,Tio vlady estará feliz de darte consejos,2025-06-10 21:03:44+00:00
Keiko Fujimori,qOolw9mWsz8,Q lo pasem por TVPERU,2025-06-10 20:09:42+00:00
Keiko Fujimori,qOolw9mWsz8,"50 años?,  bien arrugada para su edad, tiene que estirarse la cara igual que su sirvienta",2025-06-10 19:41:32+00:00
Keiko Fujimori,qOolw9mWsz8,Pensé que iba a decir que consiguió TRABAJO!!!,2025-06-10 19:28:05+00:00
Keiko Fujimori,qOolw9mWsz8,Atrás Satanás,2025-06-10 19:04:16+00:00
Keiko Fujimori,qOolw9mWsz8,La sra. K ya está en campaña.,2025-06-10 18:40:38+00:00
Keiko Fujimori,qOolw9mWsz8,"Keiko los peruanos no somos idiotas y ti no te creemos ni lo que comes, tu y Dina se llevan el premio de las mas mentirosas del Peru y podras poner en marcha todas las estrategias que quieras pero jamas creeremos en ti y nunca votaremos por ti.",2025-06-10 17:56:19+00:00
Keiko Fujimori,qOolw9mWsz8,"Calla bruja eres y representas lo peor que le a pasado al Peru. 
Y ojala que todos los peruanos de bien te enterremos definitivamente de nuestra politica.",2025-06-10 17:53:02+00:00
Keiko Fujimori,qOolw9mWsz8,"LA KK HABLANDO PURAS TONTERIAS
CALLA MENTIROSA IGUAL A DINA",2025-06-10 17:52:26+00:00
Keiko Fujimori,qOolw9mWsz8,Ojalá esa mujer nunnnca vuelva postular si el asno de Castillo le gano y nos dejo al borde de la destrucción de nuestro amado Perú,2025-06-10 17:32:39+00:00
Keiko Fujimori,qOolw9mWsz8,Legado delincuente,2025-06-10 17:30:45+00:00
Keiko Fujimori,qOolw9mWsz8,Pura kk,2025-06-10 17:23:49+00:00
Keiko Fujimori,qOolw9mWsz8,"Después de su legado y su reputación es un intento desesperado para limpiar su nombre, no tendrá efecto. 

Keiko tendría que admitir los errores de su padre, de su partido, de su intromisión en las decisiones de su partido y quizás así! Limpiando su nombre y desligándose de su padre es la única forma",2025-06-10 17:14:16+00:00
Keiko Fujimori,-NWg39TcX9M,Mientras este delia espinosa no van a tocar a Pérez púa cortina de humo que asco,2025-07-07 13:36:46+00:00
Keiko Fujimori,-NWg39TcX9M,"Keiko me vale peo ya harta que usen a esa mujer para tapar la corrupción de Susana Villarán, Martin Vizcarra, Delia Espinoza, Domingo Pérez ...ect etc etc no distraigan lo verdaderos asesinos del ministerio público",2025-07-05 14:05:26+00:00
Keiko Fujimori,-NWg39TcX9M,"Primero que le ibestgen al loco fical corrupt rata.
Mandado por gorrite  terroristas.",2025-07-05 14:03:08+00:00
Keiko Fujimori,-NWg39TcX9M,Este GALARRETA junto con ROSA BARTRA son los antecesores de la cloaca de congreso qué tenemos ahora.,2025-07-05 00:47:19+00:00
Keiko Fujimori,-NWg39TcX9M,"Para ser objetivos, la fiscalía está actuando mal contra Castillo, pero también en el caso cocteles",2025-07-04 15:05:42+00:00
Keiko Fujimori,-NWg39TcX9M,"Seria bueno practicarle un examen siquiatrico a este fiscal ,, no se puede estar tantos  años con la misma cantaleta de acusaciones truchas ,,  😂",2025-07-04 14:33:08+00:00
Keiko Fujimori,-NWg39TcX9M,"QUE CASUALIDAD QUE JOSE DOMINGO PEREZ HAYA IDO A HABLAR CON JOSE MIGUEL CASTRO Y LUEGO 
LA MAFIA DE LAS CHALINAS VERDES LE BAJARON EL DEDO PARA QUE NO HABLE.",2025-07-04 05:14:36+00:00
Keiko Fujimori,-NWg39TcX9M,"VILLARAN A LA CARCEL Y KEIKO TAMBIEN, LA CORRUPCION SE PENALIZA VENGA DE DONDE VENGA",2025-07-04 02:34:22+00:00
Keiko Fujimori,-NWg39TcX9M,Este rojo caviar,2025-07-04 01:53:11+00:00
Keiko Fujimori,-NWg39TcX9M,GARFIO PORQUE NO TE HACES UNA PAJA?,2025-07-04 01:53:09+00:00
Keiko Fujimori,-NWg39TcX9M,Como pueden soportar tanto a este fiscalucho de mierda...no jodan...!!!!!!!,2025-07-04 01:32:24+00:00
Keiko Fujimori,-NWg39TcX9M,"La fiscalía no deve perder tiempo en este caso , de tremendos delincuentes nacionales e internacionales.  Ya se sabe que son culpables, jueces dicten prisión yá, y centenciarlos . Eso es ser autoridad.  Con capacidades profesionales y Morales ❤ ojalá se escuche la voz de todos los peruanos indignados de tanta corrupción política...",2025-07-04 00:55:44+00:00
Keiko Fujimori,-NWg39TcX9M,Keiko es preparada para ser presidenta,2025-07-04 00:18:50+00:00
Keiko Fujimori,-NWg39TcX9M,Soy fujimorista..pero Keiko debe ir a la carcel,2025-07-04 00:17:43+00:00
Keiko Fujimori,-NWg39TcX9M,Este Galarreta mad conocido como la mano de hierro..lisongero de la corrupta Keiko,2025-07-04 00:16:28+00:00
Keiko Fujimori,-NWg39TcX9M,"Jueces y Fiscales… controlados  por la mafia Caviar.... sólo son utilizados para su “Vendetta” política……Y NO… para encarcelar a delincuentes… como Odebrecht, Susana Villarán y su Lagarto.
Por eso… el 87 % de los peruanos…. desconfía de los Jueces y Fiscales.",2025-07-04 00:14:07+00:00
Keiko Fujimori,-NWg39TcX9M,"Vendetta de la Mafia Caviar…. asesinó al cómplice de la Villarán.
Con la sentencia a la corrupta Susana Villarán… se cae esa “demanda” millonaria  de… Ratas de Lima.
Y  la Mafia Caviar que controla el Sistema Judicial…. la sigue haciendo laaaaaarga.",2025-07-04 00:13:48+00:00
Keiko Fujimori,-NWg39TcX9M,"A cada rato pide 35 años… que tal Cortina de humo de la… Mafia de Fiscales Caviares…. La CAGADA.
Para “Tapar” el asesinato del… cómplice de la corrupta Villarán.",2025-07-04 00:13:37+00:00
Keiko Fujimori,-NWg39TcX9M,Estas entrevistas son parte de tribunas  para victimizat a los poderosos. Deben hacer un analisis con expertos. Eso transparenta el caso .,2025-07-03 23:26:44+00:00
Keiko Fujimori,-NWg39TcX9M,Es un tema personal,2025-07-03 23:23:40+00:00
Keiko Fujimori,-NWg39TcX9M,"Keiko es la dueña de los tres poderes del estado, nooooo le van a hacer nada; es pura corrupción .",2025-07-03 23:21:50+00:00
Keiko Fujimori,-NWg39TcX9M,Cortina de humo para no hablar del caso de villaran 😂😂😂😂,2025-07-03 23:00:08+00:00
Keiko Fujimori,-NWg39TcX9M,Ese ladrón con palancas es otro como Keyko puros ladrones ese partido de ineptos,2025-07-03 22:58:22+00:00
Keiko Fujimori,-NWg39TcX9M,Delincuente ve a la justicia como obsesion 😂😂😂😂😂😂,2025-07-03 22:47:55+00:00
Keiko Fujimori,-NWg39TcX9M,"Estos Fujimoristas son obsesionados a seguir de ir que son INOCENTES igual que su papá Fujimorismo. Tienen en su ADN y también a estos diske Fujimorismo hablan como personajes honestos, que pena son atorrante a y Mitomanos defienden lo idefendible tanta maña y mafiosos y su Jefecita es inocente, como tiene millones si no trabaja que responda este personaje que se hecho millonarios por ser Defensor lo idefendible todo Fujimorista es así y habla de Blume uno que tiene sangré Fujimorismo, que se puede esperar de estos personajes mafiosos",2025-07-03 22:22:30+00:00
Keiko Fujimori,-NWg39TcX9M,"Creo que es bastante sospechoso que al día siguiente de que matan al sr. Castro, principal testigo del caso villarán y que está demostrando la ineptitud total del fiscal Perez, se  presente rápidamente una acusación para la sra. Keiko, porqué con esa agilidad no hizo lo propio con el testigo fallecido?? Creo que quiere distraer la atención en lo importante que es el juicio a Villarán y seguir embromando al país con el tema de Keiko.",2025-07-03 22:15:38+00:00
Keiko Fujimori,-NWg39TcX9M,Se ve que el señor pone las manos al fuego por su jefa,2025-07-03 22:12:51+00:00
Keiko Fujimori,-NWg39TcX9M,"El fiscal, puede informar lo que quiera, pero es el juez el quien sentencia, así que si no legusta el siscal que se compre otro como siempre lo han  hecho",2025-07-03 21:58:41+00:00
Keiko Fujimori,-NWg39TcX9M,"Este manco de lepanto, mafioso y corrupto. Dios no le dio manos sino que mas hubiera hecho, se levantaba el país.",2025-07-03 21:45:36+00:00
Keiko Fujimori,-NWg39TcX9M,Lloren delincuentes naranjetes nunca más,2025-07-03 21:34:30+00:00
Keiko Fujimori,-NWg39TcX9M,"Ese imbécil fujirata, mu3rto se defiende mejor",2025-07-03 21:27:38+00:00
Keiko Fujimori,-NWg39TcX9M,"Domigo perez, pertenece a esos delincuentes de la fiscalia.",2025-07-03 21:26:06+00:00
Keiko Fujimori,-NWg39TcX9M,Villaran a la carcel!!!,2025-07-03 21:24:45+00:00
Keiko Fujimori,-NWg39TcX9M,"hummm..ahora todos los medios a mirar a la hija del asesino Fujimori y el degollamiento del señor José Miguel Castro ex gerente de la municipalidad de Lima  testigo clave de la corrupción de la señora alcaldesa Villarán que la prensa, periodistas, influencer  sinvergüenzas quieren pasar como suicidio,  aquí hay demasiados intereses en juego la cárcel para muchos personajes de esa gestión edil y millones de dólares en los peajes de Odebrecht, o casualidad justo este fiscal Pérez saca este salvavidas, cual es el temor de desviar la atención, cual es mas importante el País o una gavilla de delincuentes pitucos.",2025-07-03 21:24:06+00:00
Keiko Fujimori,-NWg39TcX9M,Este delicuente de Galarreta descapacitado mental y fisico,2025-07-03 21:14:15+00:00
Keiko Fujimori,-NWg39TcX9M,"Esto debe ser de una... rapidamente, presemtar cargos y pruebas..luego condenarla a la cárcel de otra manera la japonesa va a seguir en lo mismo ensuciando el juicio para alargarlo y que dure hasta que ella tenga 80 de edad y salga libre sin cumplir condena en la cárcel Está japonessa corrupta se la sabe toda.. Vamos fiscal rápido y furioso acabe con el juicio. Este mafioso corrupto de Galarreta también debería ser investigado debe estar involucrado en las cochinadas de los fujirratas también",2025-07-03 21:13:22+00:00
Keiko Fujimori,-NWg39TcX9M,Lloren carajo keikistas delincuentes  ella  misma gobierna ya devén caer keikistas  la más ranqueados no nos engañarán al pueblo,2025-07-03 21:08:23+00:00
Keiko Fujimori,-NWg39TcX9M,"Oigan ateistas socialistas y comunistas traidores a Dios, ya deben tener listas las pruebas cuando Dios les pida que las presenten acerca de la corrupción y mafia que dicen que la derecha ha cometido. Y con sus representantes violentistas y activistas lgtb y pro ab......to, silencio, silencio y más silencio acerca de sus infiltraciones en el poder judicial, liberación de terroristas, encarcelamiento de militares, golpe de estado ""fácticos"", fraudes , etc , etc. Dentro de la derecha vive y trabaja el pueblo cristiano, no traten de destruir la sociedad con su ignorancia de los asuntos de Dios. Palabra de Dios: "".....los mansos poseerán la tierra...."", nada es de uds. , basta de su violencia. Otra: ""....a los que aman la violencia El les hará llover fuego, azufre y viento abrasador...""..Basta por su propio bien.",2025-07-03 20:53:11+00:00
Keiko Fujimori,-NWg39TcX9M,PEREZ ES UN TRAIDOR AL PERU SE VENDIO A ODEBREACH. PERSIGUE A KEIKO EN FORMA ENFERMISA. EN SUS NARICES MATARON A CASTRO Y LA INVESTIGACION A   VILLARAN  NI SIQUIERA TIENE NADA SABEN  PORQUE? PORQUE SU JEFE GORRITI  LE DIO ORDENES QUE PARARA SUS INVESTIGACIONES A TODOS LOS AMIGOS DE SU SECTA CRIMINAL,2025-07-03 20:53:03+00:00
Keiko Fujimori,-NWg39TcX9M,Galarreta fujirata,2025-07-03 20:41:29+00:00
Keiko Fujimori,-NWg39TcX9M,"Ampliacion a  35 . Años es
Muy 
.poco . Deberia ..darle a .
Esta . Mafiosa .  50 . Años.
Por . Todo el . Daño que le
A . Echo al .  Peru. 
Galas de . Las . Tretas. 
Fujimontesinista. Mafioso
Retrogrado.  Hasta. Hoy
Manejan . Dominan el
Comgreso. Delincuente.",2025-07-03 20:36:56+00:00
Keiko Fujimori,-NWg39TcX9M,"Te kgas de miedo pirata, sabes que tu jefa ya está perdiendo poder y todos se van para adentro",2025-07-03 20:36:43+00:00
Keiko Fujimori,-NWg39TcX9M,Cagarreta😅,2025-07-03 20:35:43+00:00
Keiko Fujimori,-NWg39TcX9M,"Después los investigas a todos eses fujiladrones En primer lugar a ese Galarreta como tubo las manos de fierro( por eso no se Roba,🤫🤫🤫🥴🥴🥴🥴🫢🫢",2025-07-03 20:16:22+00:00
Keiko Fujimori,-NWg39TcX9M,Éste señor Galarreta también debe ir preso por cómplice de partidos de organización criminal fuerza popular,2025-07-03 20:14:07+00:00
Keiko Fujimori,-NWg39TcX9M,Galarreta un miserable chupamedias de la mujer más repudiada del pais!!,2025-07-03 20:02:11+00:00
Keiko Fujimori,-NWg39TcX9M,"Tiene que ser cara de tabla esté Fiscalillo,en Brasil ya terminó el tema Lava jato,es una payasada, mientras los verdaderos delincuentes como Monstruos,trenes están libres,q pasó con los policías que huyeron a España",2025-07-03 19:55:20+00:00
Keiko Fujimori,-NWg39TcX9M,Luis galarreta quien diablos se cree este mantenido y vividor este fujirrata traga y come con nuestra plata este cobarde lloron k se pudra en prisión esta rata se arrodilla como un mendigo esta rata da vergüenza estos fujirratas traidores keyko fujimori la corrupta más mafiosa del mundo nadie bote x estas ratas ratas,2025-07-03 19:52:14+00:00
Keiko Fujimori,-NWg39TcX9M,COMENZO EL SHOW DE JOSE DOMINGA PÉREZ ALIAS LA BEBITA SAOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,2025-07-03 19:48:32+00:00
Keiko Fujimori,-NWg39TcX9M,"SE EQUIVOCÓ DOMINGO VELA. FISCAL DEBIO PEDIR 50 AÑOS DE CARCEL PARA KEYKO, Y FELICITACIONES PARA VILLARAN, VIZCARRA, ODEBRECH, GRAÑA, GORRITA, PALACIOS.",2025-07-03 19:48:10+00:00
Keiko Fujimori,-NWg39TcX9M,"Otro vende humo.
Otra distraccion. Para no hablar de villaran.",2025-07-03 19:46:37+00:00
Keiko Fujimori,-NWg39TcX9M,"La acusacion es por recibir plata negra de una banda de delicuentes ampliamente favorecida por el acusador!!! Un adefesio legal por donde se lo mire,y hace rato deben sacar la ley con un tope de 12 años para lavado de activos como en muchos paises es y que sea solo para actividad comercial ilegal",2025-07-03 19:44:52+00:00
Keiko Fujimori,-NWg39TcX9M,una obsesión valedera contra la corrupcion que este mano de gancho TRANSFUGA NARCOfujimontesinista   siempre cuestionara.,2025-07-03 19:42:48+00:00
Keiko Fujimori,-NWg39TcX9M,Vaya qué  tal parlamentario andino un delincuente mafioso quiere  defender ala jefa de la banda  una vagabunda qué nunca a trabajado,2025-07-03 19:42:32+00:00
Keiko Fujimori,-NWg39TcX9M,Ahpra si defienden asu corrupta keiko shi si salieron las hienas,2025-07-03 19:40:45+00:00
Keiko Fujimori,-NWg39TcX9M,No soy fujimorista pero estoy ya es un abuso lo que comete Domingo Pérez,2025-07-03 19:34:50+00:00
Keiko Fujimori,-NWg39TcX9M,Ese  Gallareta es un DELICUENTE  tiene que estar en la Carcel. Es un vende Patria asi como su marido Fujimori. me da un gran PENA que le pidan su opinion.Los fiscales son los defensores del pueblo. De las leyes que hacen esos delicuentes del congreso.Por algo ha nacido sin manos.Delicuente desde nacimeinto. Maldecido. Es un farsante metiroso desde nacimiento.Hasta hablando babas los Fiscales no tienen nada con la muerte de ese Delicuente Castro.,2025-07-03 19:34:42+00:00
Keiko Fujimori,-NWg39TcX9M,"el pueblo quiere ver a keiko y cia detras de las rejas, son unos sinverguenzas",2025-07-03 19:25:55+00:00
Keiko Fujimori,-NWg39TcX9M,Estos burros supimos insultan a la inteligencia de los Peruanos.Porque entrevistan a estos corruptos?,2025-07-03 19:22:35+00:00
Keiko Fujimori,-NWg39TcX9M,"YO NO ENTIENDO ESTE CANAL ENTREVISTA A FUJIMORISTAS Y PARTE DE SU MAFIA....
OBVIAMENTE VAN A ESTAR EN CONTRA!!!
PORQUE NO HACEN UNA ENCUESTA Y QUE LA GENTE DECIDA???
SE CREE VIVO ESTE DISCAPACUTADO.",2025-07-03 19:21:38+00:00
Keiko Fujimori,-NWg39TcX9M,Fuera corrupto galarreta mantenido por pueblo por cierto tu  eres parlamento andino que bueno haces ha favor del pueblo. Blume es otro corrupto,2025-07-03 19:19:10+00:00
Keiko Fujimori,-NWg39TcX9M,"Nadie se olvida de las artimañas de este manco cuando fue presidente de congreso, sus lujos que se daba con el dinero del estado",2025-07-03 19:15:11+00:00
Keiko Fujimori,-NWg39TcX9M,"Esto es un crimen organizado fiscales y jueces cuidan que susana villaran no sea sentenciada como culpable porque eso le haría ganar los arbitrajes al estado y estos fiscales corruptos decean el perú pierda 2,700 millones de dólares que planearon robarles al estado peruano",2025-07-03 19:00:48+00:00
Keiko Fujimori,-NWg39TcX9M,"Cárcel para estos fiscales criminales por la muerte de jorge prado, y cárcel para susana villaran",2025-07-03 18:58:09+00:00
Keiko Fujimori,-NWg39TcX9M,"Domingo Pérez y vela barba que realizaron y firmaron acuerdos corruptos con la corrupta odebrech son los culpables del cruel asesinato que sufrió Jorge Prado aspirante a colaborador eficaz, quien después de delatar al  fiscal domingo Pérez a los corruptos domingo perez se asustó  con  vela y su org criminal enviaron al sicario a callarlo para que susana villaran sea encontrada inocente y la corrupta BROCKFIELD no pierda los arbitrajes por 2,700 millones de dólares que decean robarle al estado peruano son FISCALES TRAIDORES",2025-07-03 18:55:17+00:00
Keiko Fujimori,-NWg39TcX9M,TODO EL PERÚ SABE QUÉ ESTE SEÑOR YA NO QUIERE TRABAJAR COMO FISCAL YA NOS TIENE HASTA EL CUELLO CON LA OBSESIÓN DE KEIKO POR FAVOR MANDELO A PROVINCIA QUE HAGA OTRA COSA,2025-07-03 18:53:31+00:00
Keiko Fujimori,-NWg39TcX9M,"Ya saben delincuentes del país, los fiscales y  policías no los persiguen por delincuentes sino xq están obsesionados 🤡",2025-07-03 18:51:10+00:00
Keiko Fujimori,-NWg39TcX9M,Ese mamon arrastrado de keyko,2025-07-03 18:46:34+00:00
Keiko Fujimori,-NWg39TcX9M,Galarreta es una persona con descapasidad pero es un corrupto fujimurista da vergüenza,2025-07-03 18:44:36+00:00
Keiko Fujimori,-NWg39TcX9M,Como le chupa la p1nga Carvallo a Domingo Pérez,2025-07-03 18:43:33+00:00
Keiko Fujimori,-NWg39TcX9M,Pronto caeran todos los globalistas Caviares sean de donde sean asi tengamos que llegar a guerra civil. Esta gente es peor que Sendero,2025-07-03 18:33:10+00:00
Keiko Fujimori,-NWg39TcX9M,Es que es el hijo no reconocido de abimael Guzmán el mandingo perez piensa que se esta vengando por la captura del genocida jefe de sendero luminoso,2025-07-03 18:32:17+00:00
Keiko Fujimori,-NWg39TcX9M,Mandar ala cárcel a la sra k y susu fujiratas sería justicia divina,2025-07-03 18:30:42+00:00
Keiko Fujimori,-NWg39TcX9M,"Obsesión es derrocar presidentes frecuentemente y aliarse con la sucesora para gobernar en pared en pro de sus beneficios (copar JNJ, TC, DP y otros) para librarse de sus procesos judiciales...",2025-07-03 18:29:37+00:00
Keiko Fujimori,-NWg39TcX9M,"GALARRETA ,..CUENTA PORQUE LA SEÑORA KK ESTA EMPEÑADA EN DESTITUIR A LOS FISCALES QUE LA INVESTIAN....LA ULTIMA CON LA FISCAL FUJINARCO ALIAS VANE Y MARTHA MOYANO ALIAS LA NEGRA",2025-07-03 18:28:52+00:00
Keiko Fujimori,-NWg39TcX9M,"GALARRETA, CUENTA COMO LA SEÑORA KK ORDENO DESLACRAR LAS OFICINAS PARA ROBAR PRUEBAS A PEDRO CHAVARRY",2025-07-03 18:28:01+00:00
Keiko Fujimori,-NWg39TcX9M,"Este delincuente de Galarreta,está el mismo acusado por robar a sus trabajadores y encima habla? Y por q los periodistas le dan cabida?",2025-07-03 18:26:26+00:00
Keiko Fujimori,-NWg39TcX9M,GALARRETA NO SABE QUE PERTENECE A UNA ORGANIZACIÓN CRIMINAL?????,2025-07-03 18:25:09+00:00
Keiko Fujimori,-NWg39TcX9M,SI APLAUDE GALARRETA SALEN CHISPAS,2025-07-03 18:24:44+00:00
Keiko Fujimori,-NWg39TcX9M,"Si es obsesión, muchos otras ciudadanos también desean que los corruptos vayan a la carcel",2025-07-03 18:23:19+00:00
Keiko Fujimori,-NWg39TcX9M,Todo el Perú 🇵🇪 estamos contigo fiscal Domingo Pérez por tu valentía frente a esta lacra mafiosa de Keiko Fujimori 🐀 Fujimori NUNCA MÁS 🤨🤨,2025-07-03 18:19:29+00:00
Keiko Fujimori,-NWg39TcX9M,MUY BIEN DOMINGO PÉREZ NO PARAR HASTA METER A LA CÁRCEL A ESA RATA ASQUEROSA!!!!!! Quien DIABLOS VA SALIR A MARCHAR POR ESA PORQUERÍA? MALDITO MANCO SOBON ENFERMO,2025-07-03 18:18:49+00:00
Keiko Fujimori,-NWg39TcX9M,"Esta nueva acusación es la estrategia  de perez para que se olviden del caso castro , quien y porque  mataron asesinaron ah castro",2025-07-03 18:17:58+00:00
Keiko Fujimori,-NWg39TcX9M,"Tiene que defender a la señora K , porque ella es el soporte de su partido corrupto que ahora sostiene y dirige  a la usurpadora.
Vivimos en crisis ,  el caos es sembrado por aferrarse al poder.
Oremos para que Dios nos ayude porque el mal sea enraizado en los poderes del estado .",2025-07-03 18:14:41+00:00
Keiko Fujimori,-NWg39TcX9M,"Este Sujeto es un DELINCUENTE y Vividor  del Estado, Zángano.",2025-07-03 18:12:21+00:00
Keiko Fujimori,-NWg39TcX9M,"¿Con qué autoridad moral puede pronunciarse Luis Galarreta cuando enfrenta múltiples investigaciones judiciales? Su historial incluye:
- Caso Cócteles
- Investigación por organización criminal (2021-2022)
- Investigación contra Fuerza Popular por conductas antidemocráticas (2025)
- Caso Lava Jato
¿Cómo puede pretender representar los intereses ciudadanos alguien con este expediente? La ciudadanía experimenta frustración legítima ante esta situación. Mientras figuras cuestionadas ocupan espacios de poder, el Perú pierde oportunidades valiosas para consolidarse como una potencia regional y alcanzar su verdadero potencial de desarrollo.",2025-07-03 18:09:25+00:00
Keiko Fujimori,-NWg39TcX9M,La Dominga respira Fujimori increíble ese corrupto sigue en la fiscalía cuando es un corrupto comprobado,2025-07-03 18:06:15+00:00
Keiko Fujimori,-NWg39TcX9M,Por eso querian a la bruta de Benavides para que les de una manito archivando todo.,2025-07-03 18:05:04+00:00
Keiko Fujimori,-NWg39TcX9M,El diablo esta muy cerca de su fin,2025-07-03 18:02:42+00:00
Keiko Fujimori,-NWg39TcX9M,Poco tiempo falta para que muera toda la maldad rsta escrito,2025-07-03 18:02:03+00:00
Keiko Fujimori,-NWg39TcX9M,"No es obsesión, son ÓRDENES que debe acatar ese empleado de Gorriti.",2025-07-03 17:57:38+00:00
Keiko Fujimori,-NWg39TcX9M,ya debemos librarnos de la mafia FUJIMORISTA,2025-07-03 17:52:07+00:00
Keiko Fujimori,-NWg39TcX9M,Abogado d los corruptos las ratas no agan caso puede decir inocente nunca va dicir q delitos a todos cárcel para quedar en paz,2025-07-03 17:51:27+00:00
Keiko Fujimori,-NWg39TcX9M,Galarreta está obsesionado con la corrupta jefa mafiosa Keiko fujimori,2025-07-03 17:50:01+00:00
Keiko Fujimori,-NWg39TcX9M,"35  AÑOS PARA  UNA  CANDIDATA  , PARA  TOLEDO  20  AÑOS  ,  PARA  SUSANA  VILLARAN  25  AÑOS  ,  ¿POR  QUE  TANTA  DIFERENCIA  SI  KF  NO  FRIMO  CONTRATOS  NI  ADENDAS ,  NI  FUE  FUNCIONAIRA  DEL  ESTADO  ?                                                                       ENTIENDAN FUJIMORISTAS
Ser inocente no te garantiza obtener justicia en esta jungla llamada Perú
Todos los analistas y juristas nacionales y extranjeros concuerdan que las denuncias  y  el   juicio  contra   KF es  una aberración jurídica y es netamente política.
Lo que no entienden los fujimoristas es que se están enfrentando a un grupo de políticos  perversos a una mafia  organizada con  mucho poder económico obtenido  de  una  estafa  multimillonaria  al  pais a toda una organización mafiosa bien estructurada  , a los mas perversos de la política peruana . Los fujimoristas no tienen nada , no tienen a los medios de comunicación , no tienen periodistas , no tienen encuestadoras solo el apoyo popular.
Los mafiosos usan el odio visceral que tienen los comunistas a los fujimori para enfrentar políticamente en las calles , usan toda la maquinaria de la prensa mercenaria para distorsionar cualquier información que les favorezca , usan a periodistas activistas políticos de izquierda radical para desacreditar a cualquier líder  , representante  de FP o a la abogada de KF , y dentro del poder judicial usan a jueces y fiscales comunistas , estos encontraran cualquier argucia legal o ilegal para encarcelar a KF
Si quieren enfrentar a estas mafias tienen que inmolarse , tienen que salir a las calles , tiene que gritar para que el mundo entero escuche , sepa lo que esta pasando , tienen que pedir el apoyo de la población , si no condenaran a Keiko F por lo que sea , la encerraran por muchos años.
NO PIDAN CLEMENCIA , NO PIDAN EL DEBIDO PROCESO POR QUE NO VAN A CONSEGUIR NADA , KF ES UN TROFEO DE LOS COMUNISTAS.
ESTÁN PERDIENDO TIEMPO DEJANDO QUE PASEN LOS DÍAS , CADA DÍA MAS LE ESTÁN INVOLUCRANDO EN CASOS CONSTRUIDOS DESDE HACE AÑOS CON MEDIAS VERDADES , CON RECORTES PERIODÍSTICOS DE LA DEPUBLICA , EL COMERSO LA ESTAN EMPAPELANDO .",2025-07-03 17:47:38+00:00
Keiko Fujimori,-NWg39TcX9M,"Cuando la fiscalía denunció a Keiko Fujimori por organización criminal comprende bandas del tribunal constitucional, congreso del hampa, Fujimorista, defensor del pueblo y negociantes multimillonarios",2025-07-03 17:46:49+00:00
Keiko Fujimori,-NWg39TcX9M,Este abugadocho insulta al fiscal domingo Pérez.. ..obsesionado es el,2025-07-03 17:35:48+00:00
Keiko Fujimori,-NWg39TcX9M,Cómo habla este sujeto de galarrita otra rrata igual que keyko fujimori,2025-07-03 17:32:50+00:00
Keiko Fujimori,-NWg39TcX9M,Al congreso mocha sueldos gobierno asesino keyko cerrón les conviene que siga siendo la ex fiscal Vane como protegern alos corruptos abogado corrupto fujirratas,2025-07-03 17:31:17+00:00
Keiko Fujimori,-NWg39TcX9M,Los fujimoristas lo mato a castro,2025-07-03 17:29:52+00:00
